"","lon","lat","MunicipalityID","COD_DANE","Department Name","Municipality Name","Rural Population","Urban Population","Total Population"
"287","-73.71509774","9.658758808","12657",20250,"CESAR","EL PASO","16992","3816","20808"
"288","-75.41793689","1.531031157","12443",18256,"CAQUETA","EL PAUJIL","8935","8699","17634"
"289","-77.46240992","1.513245818","11602",52254,"NARINO","EL PENOL","5943","908","6851"
"290","-73.94837019","8.81705647","12321",13268,"BOLIVAR","EL PENON","5095","2712","7807"
"291","-74.68313044","10.33887602","12069",47258,"MAGDALENA","EL PINON","11218","5817","17035"
"292","-73.19559248","7.516989379","12085",68255,"SANTANDER","EL PLAYON","7597","5551","13148"
"293","-74.36614509","10.67144555","11580",47268,"MAGDALENA","EL RETEN","5263","13546","18809"
"294","-71.57562216","1.926077195","12138",95025,"GUAVIARE","EL RETORNO","11715","7348","19063"
"295","-75.14838165","9.07510957","11680",70233,"SUCRE","EL ROBLE","5720","3713","9433"
"296","-74.25438286","4.858762878","12415",25260,"CUNDINAMARCA","EL ROSAL","4301","9201","13502"
"297","-77.39161674","1.786178813","11882",52256,"NARINO","EL ROSARIO","7811","3557","11368"
"298","-76.97582962","1.37985861","12088",52258,"NARINO","EL TABLON DE GOMEZ","13006","985","13991"
"299","-77.09760255","2.571150505","12176",19256,"CAUCA","EL TAMBO","40094","5710","45804"
"300","-73.05311119","8.654450077","11713",54250,"NORTE DE SANTANDER","EL TARRA","6978","3794","10772"
"301","-72.65985762","8.065442489","12562",54261,"NORTE DE SANTANDER","EL ZULIA","9004","11305","20309"
"302","-75.98057998","1.990078321","11835",41244,"HUILA","ELIAS","2234","1103","3337"
"303","-73.06736618","6.05335968","11619",68264,"SANTANDER","ENCINO","2300","411","2711"
"304","-72.70708206","6.646518032","11761",68266,"SANTANDER","ENCISO","3362","627","3989"
"305","-75.57156136","6.590011028","12408",5264,"ANTIOQUIA","ENTRERRIOS","4504","3943","8447"
"306","-75.58709654","6.145351955","11992",5266,"ANTIOQUIA","ENVIGADO","8688","165420","174108"
"307","-74.91232486","4.150887741","12469",73268,"TOLIMA","ESPINAL","20439","55787","76226"
"308","-74.35602465","4.819197871","11998",25269,"CUNDINAMARCA","FACATATIVA","11812","95640","107452"
"309","-74.99020819","5.063517557","12560",73270,"TOLIMA","FALAN","7589","1688","9277"
"310","-75.62368932","5.282661491","12340",17272,"CALDAS","FILADELFIA","8578","4159","12737"
"311","-75.70974243","4.644501605","11672",63272,"QUINDIO","FILANDIA","6434","6487","12921"
"312","-73.0507987","5.640433447","12030",15272,"BOYACA","FIRAVITOBA","4229","2087","6316"
"313","-74.86149806","4.228791653","12247",73275,"TOLIMA","FLANDES","4234","23709","27943"
"314","-75.62069244","1.742023795","12427",18001,"CAQUETA","FLORENCIA","21973","121898","143871"
"315","-72.95024915","5.828077555","12090",15276,"BOYACA","FLORESTA","3350","1534","4884"
"316","-74.01578465","5.803869637","12129",68271,"SANTANDER","FLORIAN","5072","1306","6378"
"317","-76.2153493","3.303691444","12258",76275,"VALLE DEL CAUCA","FLORIDA","14951","41057","56008"
"318","-73.08583066","7.063172262","11932",68276,"SANTANDER","FLORIDABLANCA","10824","243859","254683"
"319","-73.80666408","4.514916239","12180",25279,"CUNDINAMARCA","FOMEQUE","8056","4101","12157"
"320","-72.79317531","10.79006805","11646",44279,"LA GUAJIRA","FONSECA","7879","18952","26831"
"321","-71.89263547","6.636953065","11794",81300,"ARAUCA","FORTUL","11842","10009","21851"
"322","-73.97403828","4.301785135","12121",25281,"CUNDINAMARCA","FOSCA","5157","1497","6654"
"323","-78.61140113","2.166480818","12179",52520,"NARINO","FRANCISCO PIZARRO","5822","5207","11029"
"324","-75.69783061","5.878650484","12139",5282,"ANTIOQUIA","FREDONIA","14084","8608","22692"
"325","-75.08277317","5.172972582","12470",73283,"TOLIMA","FRESNO","16875","14442","31317"
"326","-76.31932037","6.709327579","12073",5284,"ANTIOQUIA","FRONTINO","12416","7615","20031"
"327","-73.62950799","3.341675803","11908",50287,"META","FUENTE DE ORO","5418","5654","11072"
"328","-73.89788664","10.45241414","12336",47288,"MAGDALENA","FUNDACION","7130","49856","56986"
"329","-77.34093932","0.925082025","11684",52287,"NARINO","FUNES","4593","2398","6991"
"330","-74.21787307","4.730576365","12072",25286,"CUNDINAMARCA","FUNZA","4270","57110","61380"
"331","-73.7969114","5.392471168","11860",25288,"CUNDINAMARCA","FUQUENE","4979","235","5214"
"332","-74.38333047","4.292399517","12509",25290,"CUNDINAMARCA","FUSAGASUGA","22706","86232","108938"
"333","-73.54694382","4.614130836","12466",25293,"CUNDINAMARCA","GACHALA","4025","1891","5916"
"334","-73.89988807","4.986463828","12107",25295,"CUNDINAMARCA","GACHANCIPA","5004","5882","10886"
"335","-73.56957184","5.721837305","12687",15293,"BOYACA","GACHANTIVA","2695","390","3085"
"336","-73.67317522","4.853385264","11957",25297,"CUNDINAMARCA","GACHETA","7146","3263","10409"
"337","-73.34231555","6.662666051","12663",68296,"SANTANDER","GALAN","2215","777","2992"
"338","-74.88305245","10.8983592","12621",8296,"ATLANTICO","GALAPA","3325","28687","32012"
"339","-74.97770076","9.133198837","12006",70235,"SUCRE","GALERAS","6854","10443","17297"
"340","-73.62002292","4.709836135","11869",25299,"CUNDINAMARCA","GAMA","3204","669","3873"
"341","-73.72424985","8.312270634","12370",20295,"CESAR","GAMARRA","6484","7988","14472"
"342","-73.36787822","5.90273457","12693",68298,"SANTANDER","GAMBITA","4739","429","5168"
"343","-72.75440816","5.76861827","12381",15296,"BOYACA","GAMEZA","4105","1564","5669"
"344","-73.33943221","5.058158107","11674",15299,"BOYACA","GARAGOA","4219","12301","16520"
"345","-75.5723814","2.195445793","11836",41298,"HUILA","GARZON","36368","33455","69823"
"346","-75.75700481","4.227375661","12411",63302,"QUINDIO","GENOVA","4698","4936","9634"
"347","-75.53632494","2.380031426","12579",41306,"HUILA","GIGANTE","13922","14230","28152"
"348","-76.20314316","3.73840471","12243",76306,"VALLE DEL CAUCA","GINEBRA","11268","8000","19268"
"349","-75.95591307","6.661281492","12033",5306,"ANTIOQUIA","GIRALDO","2987","1201","4188"
"350","-74.83505219","4.318006858","12410",25307,"CUNDINAMARCA","GIRARDOT","3475","94359","97834"
"351","-75.4623076","6.367892256","12485",5308,"ANTIOQUIA","GIRARDOTA","17555","25011","42566"
"352","-73.31728026","7.068632066","12078",68307,"SANTANDER","GIRON","17850","117941","135791"
"353","-75.20550618","6.698480967","12339",5310,"ANTIOQUIA","GOMEZ PLATA","6180","5072","11252"
"354","-73.40032407","8.367355615","11708",20310,"CESAR","GONZALEZ","7659","1593","9252"
"355","-72.8220057","7.878482117","12215",54313,"NORTE DE SANTANDER","GRAMALOTE","3368","2961","6329"
"356","-75.14048023","6.114133783","11827",5313,"ANTIOQUIA","GRANADA","5729","4060","9789"
"357","-72.84791624","6.915953312","11738",68318,"SANTANDER","GUACA","4960","1956","6916"
"358","-72.54099233","6.417446778","12068",15317,"BOYACA","GUACAMAYAS","1546","586","2132"
"359","-76.30813074","3.775007752","12168",76318,"VALLE DEL CAUCA","GUACARI","13101","18701","31802"
"360","-73.71789022","5.380034321","12082",25317,"CUNDINAMARCA","GUACHETA","7903","3614","11517"
"361","-77.78151133","1.00207354","12170",52317,"NARINO","GUACHUCAL","13616","3221","16837"
"362","-75.23817855","6.855809778","11925",5315,"ANTIOQUIA","GUADALUPE","4342","1889","6231"
"363","-74.66515748","5.163822839","12303",25320,"CUNDINAMARCA","GUADUAS","16780","15051","31831"
"364","-77.55837051","1.179305799","12326",52320,"NARINO","GUAITARILLA","9794","3918","13712"
"365","-77.60933411","0.953786627","11660",52323,"NARINO","GUALMATAN","3523","2150","5673"
"366","-74.15875731","9.222341314","12005",47318,"MAGDALENA","GUAMAL","18292","7216","25508"
"367","-74.9983571","4.047959985","12530",73319,"TOLIMA","GUAMO","18428","16353","34781"
"368","-77.67021848","2.436065765","12051",19318,"CAUCA","GUAPI","12390","16273","28663"
"369","-73.3284908","6.306968909","11653",68322,"SANTANDER","GUAPOTA","1765","506","2271"
"370","-74.68727375","8.368090349","11582",70265,"SUCRE","GUARANDA","9802","5696","15498"
"371","-75.45049321","6.263612647","11645",5318,"ANTIOQUIA","GUARNE","25650","13891","39541"
"372","-73.86682986","4.795482665","12454",25322,"CUNDINAMARCA","GUASCA","8422","4020","12442"
"373","-75.17324126","6.22890477","12231",5321,"ANTIOQUIA","GUATAPE","1594","4244","5838"
"374","-74.81009611","4.500748091","12128",25324,"CUNDINAMARCA","GUATAQUI","1207","1282","2489"
"375","-73.83988633","4.911213447","12588",25326,"CUNDINAMARCA","GUATAVITA","4914","1771","6685"
"376","-73.50528567","4.988780314","12075",15322,"BOYACA","GUATEQUE","3036","7135","10171"
"377","-75.8570373","5.312344255","12426",66318,"RISARALDA","GUATICA","11985","3767","15752"
"378","-73.71737938","5.933968369","12361",68324,"SANTANDER","GUAVATA","3645","757","4402"
"379","-74.50988924","4.866144517","11675",25328,"CUNDINAMARCA","GUAYABAL DE SIQUIMA","2788","864","3652"
"380","-73.88114289","4.175083512","11976",25335,"CUNDINAMARCA","GUAYABETAL","3429","1351","4780"
"381","-73.52968164","4.919365476","11885",15325,"BOYACA","GUAYATA","5024","1344","6368"
"382","-73.59412404","6.026826531","12104",68327,"SANTANDER","GUEPSA","2399","1886","4285"
"383","-72.27308088","6.536789587","12283",15332,"BOYACA","GUICAN","6202","1667","7869"
"384","-74.07789101","4.15889778","12058",25339,"CUNDINAMARCA","GUTIERREZ","2633","856","3489"
"385","-73.09632494","8.343893905","11665",54344,"NORTE DE SANTANDER","HACARI","9038","1083","10121"
"386","-74.12453068","8.966071644","12547",13300,"BOLIVAR","HATILLO DE LOBA","8734","2736","11470"
"387","-73.37935742","6.546895849","11843",68344,"SANTANDER","HATO","1659","742","2401"
"388","-71.20899966","6.077861511","12373",85125,"CASANARE","HATO COROZAL","6478","3613","10091"
"389","-72.72180002","11.10211921","12516",44378,"LA GUAJIRA","HATONUEVO","7581","8802","16383"
"390","-75.76320655","6.222351841","11585",5347,"ANTIOQUIA","HELICONIA","3847","2809","6656"
"391","-72.51920713","7.466716153","11806",54347,"NORTE DE SANTANDER","HERRAN","3388","1113","4501"
"392","-75.26952639","5.061576691","12593",73347,"TOLIMA","HERVEO","6877","2265","9142"
"393","-75.94570844","5.77052537","12574",5353,"ANTIOQUIA","HISPANIA","1790","3031","4821"
"394","-75.47689225","2.533888067","12683",41349,"HUILA","HOBO","1606","4939","6545"
"395","-74.807143","5.15720949","12313",73349,"TOLIMA","HONDA","893","26417","27310"
"396","-75.26356239","4.436262495","12013",73001,"TOLIMA","IBAGUE","29754","468647","498401"
"397","-74.56508109","4.120818379","11952",73352,"TOLIMA","ICONONZO","8313","3336","11649"
"398","-77.55000478","1.001012751","11607",52352,"NARINO","ILES","6115","1721","7836"
"399","-77.53331287","1.093313296","12382",52354,"NARINO","IMUES","6796","696","7492"
"400","-68.40959186","3.259999847","11838",94001,"GUAINIA","PUERTO INIRIDA","7073","10793","17866"
"401","-76.1667321","2.514440751","11841",19355,"CAUCA","INZA","24849","2140","26989"
"402","-77.3864691","0.571368018","12031",52356,"NARINO","IPIALES","34754","74362","109116"
"403","-75.79851424","2.767148624","12022",41357,"HUILA","IQUIRA","8167","2460","10627"
"404","-76.28167258","1.976264449","12568",41359,"HUILA","ISNOS","18955","4747","23702"
"405","-76.89342459","4.767412971","12292",27361,"CHOCO","ISTMINA","5319","18320","23639"
"406","-75.63116715","6.178741029","12644",5360,"ANTIOQUIA","ITAGUI","21779","213237","235016"
"407","-75.87050594","7.256721846","11735",5361,"ANTIOQUIA","ITUANGO","19072","6016","25088"
"408","-72.98728139","5.586352522","12264",15362,"BOYACA","IZA","1215","901","2116"
"409","-76.32694227","2.845348484","12477",19364,"CAUCA","JAMBALO","13581","1044","14625"
"410","-76.66502698","3.199857931","12397",76364,"VALLE DEL CAUCA","JAMUNDI","31235","65758","96993"
"411","-75.83245927","5.573276404","12130",5364,"ANTIOQUIA","JARDIN","7468","6965","14433"
"412","-73.40873292","5.351810143","12613",15367,"BOYACA","JENESANO","5829","1607","7436"
"413","-72.59741267","6.111316959","12135",15368,"BOYACA","JERICO","4099","617","4716"
"414","-74.70940859","4.55678281","11694",25368,"CUNDINAMARCA","JERUSALEN","2116","607","2723"
"415","-73.83525295","5.859829353","12636",68368,"SANTANDER","JESUS MARIA","2649","806","3455"
"416","-73.10966363","6.698568009","12287",68370,"SANTANDER","JORDAN","1100","64","1164"
"417","-75.07621185","10.81851589","12429",8372,"ATLANTICO","JUAN DE ACOSTA","5444","9134","14578"
"418","-73.71124706","4.687132075","12125",25372,"CUNDINAMARCA","JUNIN","7627","821","8448"
"419","-77.70277557","7.128094521","12325",27372,"CHOCO","JURADO","1934","1675","3609"
"420","-75.30101629","8.030584205","11981",23350,"CORDOBA","LA APARTADA","2767","9935","12702"
"421","-76.20477849","2.176728812","12147",41378,"HUILA","LA ARGENTINA","7929","3663","11592"
"422","-74.03839316","5.890138685","11689",68377,"SANTANDER","LA BELLEZA","6779","1683","8462"
"423","-73.93591054","4.686778988","11601",25377,"CUNDINAMARCA","LA CALERA","14248","9520","23768"
"424","-73.48076482","5.080749738","11834",15380,"BOYACA","LA CAPILLA","2148","1030","3178"
"425","-75.44723186","5.996192639","11995",5376,"ANTIOQUIA","LA CEJA","7981","38287","46268"
"426","-76.08330163","4.991791426","11870",66383,"RISARALDA","LA CELIA","5331","3430","8761"
"427","-72.89294496","-1.316064408","11624",91405,"AMAZONAS","LA CHORRERA","3337","0","3337"
"428","-76.92629066","1.5649499","12494",52378,"NARINO","LA CRUZ","11374","6256","17630"
"429","-76.60773864","3.668018271","11723",76377,"VALLE DEL CAUCA","LA CUMBRE","8832","2290","11122"
"430","-74.74306324","5.513717632","12289",17380,"CALDAS","LA DORADA","7424","65501","72925"
"431","-73.40718934","7.686024683","11726",54385,"NORTE DE SANTANDER","LA ESPERANZA","9631","1322","10953"
"432","-75.66639719","6.140715296","11720",5380,"ANTIOQUIA","LA ESTRELLA","23751","28812","52563"
"433","-77.41270181","1.356932617","12171",52381,"NARINO","LA FLORIDA","9547","1876","11423"
"434","-73.6502772","8.597351532","11710",20383,"CESAR","LA GLORIA","8807","5779","14586"
"435","-67.02656702","1.367860555","12309",94885,"GUAINIA","LA GUADALUPE","225","0","225"
"436","-73.33665041","9.539099657","12008",20400,"CESAR","LA JAGUA DE IBIRICO","5232","16850","22082"
"437","-73.06946693","10.43313201","11951",44420,"LA GUAJIRA","LA JAGUA DEL PILAR","771","1950","2721"
"438","-77.70533268","1.512316154","12558",52385,"NARINO","LA LLANADA","4578","1966","6544"
"439","-74.06840954","2.147515454","12268",50350,"META","LA MACARENA","20541","3623","24164"
"440","-75.58841891","5.380603324","11886",17388,"CALDAS","LA MERCED","4562","2190","6752"
"441","-74.49432252","4.628604431","12507",25386,"CUNDINAMARCA","LA MESA","12973","14192","27165"
"442","-74.43002432","5.317324919","12254",25394,"CUNDINAMARCA","LA PALMA","5935","3983","9918"
"443","-73.2488283","10.12394787","11773",20621,"CESAR","LA PAZ","8773","13101","21874"
"444","-70.04608137","-1.514695806","11901",91407,"AMAZONAS","LA PEDRERA","3711","0","3711"
"445","-74.43000654","5.189433848","12360",25398,"CUNDINAMARCA","LA PENA","5988","1001","6989"
"446","-75.6291183","5.74344571","11919",5390,"ANTIOQUIA","LA PINTADA","1152","5914","7066"
"447","-76.10447812","2.320559513","12617",41396,"HUILA","LA PLATA","31483","20706","52189"
"448","-73.2079417","8.240063718","11765",54398,"NORTE DE SANTANDER","LA PLAYA","7732","663","8395"
"449","-69.50636961","5.504024614","12070",99524,"VICHADA","LA PRIMAVERA","5787","4829","10616"
"450","-72.36620891","6.135512003","12488",85136,"CASANARE","LA SALINA","796","514","1310"
"451","-76.78590608","2.19664956","12240",19392,"CAUCA","LA SIERRA","9512","1425","10937"
"452","-75.82740403","4.440178425","11647",63401,"QUINDIO","LA TEBAIDA","2895","30609","33504"
"453","-78.28842451","2.289654202","11970",52390,"NARINO","LA TOLA","2752","5656","8408"
"454","-75.29583566","8.796272681","12666",70400,"SUCRE","LA UNION","5234","5112","10346"
"455","-72.56448657","6.242617433","12300",15403,"BOYACA","LA UVITA","2422","1199","3621"
"456","-74.35933631","4.960481677","12335",25402,"CUNDINAMARCA","LA VEGA","8702","4563","13265"
"457","-74.25237927","5.493888498","12182",15401,"BOYACA","LA VICTORIA","970","704","1674"
"458","-75.88905809","4.895382184","12174",66400,"RISARALDA","LA VIRGINIA","573","30688","31261"
"459","-72.55286492","7.245581261","11581",54377,"NORTE DE SANTANDER","LABATECA","4554","1298","5852"
"460","-72.62354129","5.509116917","11828",15377,"BOYACA","LABRANZAGRANDE","4295","1050","5345"
"461","-73.85135199","6.306517507","12523",68385,"SANTANDER","LANDAZURI","12075","3117","15192"
"462","-73.31566256","7.197123372","12646",68406,"SANTANDER","LEBRIJA","17082","13898","30980"
"463","-77.37562044","1.961464203","11943",52405,"NARINO","LEIVA","8549","3236","11785"
"464","-74.04172697","3.4437938","11805",50400,"META","LEJANIAS","5678","3880","9558"
"465","-73.71018939","5.285341863","12352",25407,"CUNDINAMARCA","LENGUAZAQUE","7675","2094","9769"
"466","-74.95512807","4.853891713","12413",73408,"TOLIMA","LERIDA","4271","15218","19489"
"467","-70.04441583","-3.572238935","12436",91001,"AMAZONAS","LETICIA","14021","23811","37832"
"468","-75.10833352","4.835620645","12640",73411,"TOLIMA","LIBANO","16081","26188","42269"
"469","-75.79851119","6.722169948","12368",5411,"ANTIOQUIA","LIBORINA","7619","1856","9475"
"470","-77.54421696","1.400542923","12084",52411,"NARINO","LINARES","9552","2269","11821"
"471","-76.42830409","5.58798565","11712",27413,"CHOCO","LLORO","7506","2742","10248"
"472","-77.31315566","3.011654127","11606",19418,"CAUCA","LOPEZ","15009","4317","19326"
"473","-75.90612985","9.156641397","12345",23417,"CORDOBA","LORICA","65899","44417","110316"
"474","-77.62909978","1.57786679","12618",52418,"NARINO","LOS ANDES","10494","5755","16249"
"475","-76.30078782","8.87755506","12528",23419,"CORDOBA","LOS CORDOBAS","14531","3306","17837"
"476","-75.20653652","9.424900326","11878",70418,"SUCRE","LOS PALMITOS","10444","8871","19315"
"477","-72.56919969","7.705405009","12671",54405,"NORTE DE SANTANDER","LOS PATIOS","2162","65119","67281"
"478","-73.12489844","6.797344699","12678",68418,"SANTANDER","LOS SANTOS","9430","1547","10977"
"479","-72.86757872","7.941929268","12446",54418,"NORTE DE SANTANDER","LOURDES","2227","1221","3448"
"480","-75.17079859","10.62450341","12123",8421,"ATLANTICO","LURUACO","12368","11190","23558"
"481","-73.32028596","4.95050516","12334",15425,"BOYACA","MACANAL","3764","941","4705"
"482","-72.61074996","6.497328082","12519",68425,"SANTANDER","MACARAVITA","2447","306","2753"
"483","-74.73520042","6.519849052","12441",5425,"ANTIOQUIA","MACEO","4630","3000","7630"
"484","-73.64370611","5.014887105","12599",25426,"CUNDINAMARCA","MACHETA","5403","1444","6847"
"485","-74.27706753","4.755648014","12196",25430,"CUNDINAMARCA","MADRID","8567","53858","62425"
"486","-74.73898571","9.14542823","11801",13430,"BOLIVAR","MAGANGUE","41870","79645","121515"
"487","-77.94348192","1.920490259","12677",52427,"NARINO","MAGUI","13157","3237","16394"
"488","-75.18553493","10.15704817","12649",13433,"BOLIVAR","MAHATES","14302","8627","22929"
"489","-72.29807216","11.38568622","11664",44430,"LA GUAJIRA","MAICAO","38656","85101","123757"
"490","-74.72213932","8.542126875","12529",70429,"SUCRE","MAJAGUAL","22175","9482","31657"
"491","-72.77102764","6.707484779","11909",68432,"SANTANDER","MALAGA","3524","15182","18706"
"492","-74.81085242","10.8392286","11840",8433,"ATLANTICO","MALAMBO","6022","95258","101280"
"493","-77.87004798","1.170476203","12533",52435,"NARINO","MALLAMA","7822","1464","9286"
"494","-74.99602637","10.4447498","11588",8436,"ATLANTICO","MANATI","1407","12403","13810"
"495","-72.57466802","11.6088511","11760",44560,"LA GUAJIRA","MANAURE","41518","26066","67584"
"496","-72.98208891","10.37108825","11574",20443,"CESAR","MANAURE","4088","7229","11317"
"497","-72.23161876","4.648024743","12419",85139,"CASANARE","MANI","4099","7078","11177"
"498","-75.54191424","5.071635939","12514",17001,"CALDAS","MANIZALES","26660","353312","379972"
"499","-73.58582858","4.957193621","12076",25436,"CUNDINAMARCA","MANTA","3555","1072","4627"
"500","-75.17979099","5.219289194","11669",17433,"CALDAS","MANZANARES","15240","9864","25104"
"501","-71.94964157","3.09705754","11898",50325,"META","MAPIRIPAN","11983","1247","13230"
"502","-70.25415231","2.789223276","11783",94663,"GUAINIA","MAPIRIPANA","3072","0","3072"
"503","-74.28134767","9.063237965","12565",13440,"BOLIVAR","MARGARITA","7761","1645","9406"
"504","-75.34693139","9.963428887","11703",13442,"BOLIVAR","MARIA LA BAJA","27544","17851","45395"
"505","-75.32058398","6.16654384","12630",5440,"ANTIOQUIA","MARINILLA","13073","32475","45548"
"506","-74.05439807","5.557345991","12183",15442,"BOYACA","MARIPI","7010","904","7914"
"507","-74.93054855","5.21451718","12209",73443,"TOLIMA","MARIQUITA","9404","23529","32933"
"508","-75.64034765","5.48440668","12207",17442,"CALDAS","MARMATO","7309","1146","8455"
"509","-75.08028881","5.290684062","12301",17444,"CALDAS","MARQUETALIA","8992","5806","14798"
"510","-75.78662908","4.931793921","12546",66440,"RISARALDA","MARSELLA","9969","11488","21457"
"511","-75.3133748","5.218515745","11693",17446,"CALDAS","MARULANDA","2341","1148","3489"
"512","-73.08195833","7.336680666","11608",68444,"SANTANDER","MATANZA","4703","1137","5840"
"513","-75.63644852","6.26518555","12086",5001,"ANTIOQUIA","MEDELLIN","38813","2175681","2214494"
"514","-73.42364636","4.439608142","12616",25438,"CUNDINAMARCA","MEDINA","6426","3419","9845"
"515","-76.70378467","6.023739859","12194",27425,"CHOCO","MEDIO ATRATO","20309","728","21037"
"516","-77.09176366","5.140540393","12245",27430,"CHOCO","MEDIO BAUDO","11254","461","11715"
"517","-76.73921387","4.933539129","11717",27450,"CHOCO","MEDIO SAN JUAN","8794","4233","13027"
"518","-74.67206125","4.178497271","12675",73449,"TOLIMA","MELGAR","5945","26829","32774"
"519","-77.20669919","1.793633956","11906",19450,"CAUCA","MERCADERES","13168","4534","17702"
"520","-74.13674493","3.052661988","11688",50330,"META","MESETAS","7632","3063","10695"
"521","-75.5460735","1.153818861","11797",18460,"CAQUETA","MILAN","9884","1603","11487"
"522","-73.2121222","5.122170687","11802",15455,"BOYACA","MIRAFLORES","4967","4694","9661"
"523","-76.23182041","3.226039479","12642",19455,"CAUCA","MIRANDA","11224","22021","33245"
"524","-71.17507547","-0.723276145","11937",91460,"AMAZONAS","MIRITI","1643","0","1643"
"525","-76.00820572","5.368506722","12662",66456,"RISARALDA","MISTRATO","11153","4013","15166"
"526","-70.40996762","0.972075639","11918",97001,"VAUPES","MITU","15316","13066","28382"
"527","-76.64038521","1.16001089","11603",86001,"PUTUMAYO","MOCOA","10004","25751","35755"
"528","-72.98458255","6.474205631","12297",68464,"SANTANDER","MOGOTES","7401","3551","10952"
"529","-72.85224653","6.626248159","11867",68468,"SANTANDER","MOLAGAVITA","4979","785","5764"
"530","-75.63565755","9.234721767","12623",23464,"CORDOBA","MOMIL","5380","8712","14092"
"531","-74.58681117","9.125163294","12512",13468,"BOLIVAR","MOMPOS","18974","22591","41565"
"532","-72.71728289","5.674518619","11813",15464,"BOYACA","MONGUA","3462","1802","5264"
"533","-72.85727927","5.665739189","12186",15466,"BOYACA","MONGUI","2321","2681","5002"
"534","-73.57774934","5.843159796","12444",15469,"BOYACA","MONIQUIRA","11846","10006","21852"
"535","-76.11287993","9.20452424","12501",23500,"CORDOBA","MONITOS","18258","5339","23597"
"536","-75.42861674","1.34604783","12296",18410,"CAQUETA","LA MONTANITA","17936","4245","22181"
"537","-75.53075976","5.91328851","12587",5467,"ANTIOQUIA","MONTEBELLO","5535","1988","7523"
"538","-74.45817243","7.995643584","12306",13458,"BOLIVAR","MONTECRISTO","9893","7080","16973"
"539","-75.72657034","7.878992509","12324",23466,"CORDOBA","MONTELIBANO","24223","49024","73247"
"540","-75.8163929","4.523128553","12581",63470,"QUINDIO","MONTENEGRO","7705","32169","39874"
"541","-75.95781042","8.584313783","12265",23001,"CORDOBA","MONTERIA","92395","286575","378970"
"542","-72.87900346","4.820157476","11819",85162,"CASANARE","MONTERREY","2533","10218","12751"
"543","-73.94070514","8.249968857","12105",13473,"BOLIVAR","MORALES","13620","4903","18523"
"544","-75.78256291","1.491710933","12473",18479,"CAQUETA","MORELIA","2060","1658","3718"
"545","-69.78612501","2.392015184","12244",94888,"GUAINIA","MORICHAL","752","0","752"
"546","-75.32073383","9.384594365","12377",70473,"SUCRE","MORROA","7350","5496","12846"
"547","-74.25132139","4.65841656","11711",25473,"CUNDINAMARCA","MOSQUERA","3342","59884","63226"
"548","-73.43265105","5.628406716","12322",15476,"BOYACA","MOTAVITA","6148","624","6772"
"549","-75.27882047","4.817132615","12538",73461,"TOLIMA","MURILLO","3466","1609","5075"
"550","-76.70850062","6.823235844","12114",5475,"ANTIOQUIA","MURINDO","2636","1100","3736"
"551","-76.47560717","7.330437732","11967",5480,"ANTIOQUIA","MUTATA","12154","4274","16428"
"552","-72.79878502","7.298099517","11671",54480,"NORTE DE SANTANDER","MUTISCUA","3316","591","3907"
"553","-74.16574295","5.518883071","12448",15480,"BOYACA","MUZO","4692","5545","10237"
"554","-75.21739759","5.584218577","12269",5483,"ANTIOQUIA","NARINO","13054","2525","15579"
"555","-75.8519078","2.663772321","12660",41483,"HUILA","NATAGA","3918","1913","5831"
"556","-75.15157125","3.536454542","11936",73483,"TOLIMA","NATAGAIMA","9672","13540","23212"
"557","-74.85779925","7.998044784","12222",5495,"ANTIOQUIA","NECHI","10228","10440","20668"
"558","-76.68190333","8.534542753","11812",5490,"ANTIOQUIA","NECOCLI","36740","11249","47989"
"559","-75.52959741","5.172067043","11941",17486,"CALDAS","NEIRA","14173","13967","28140"
"560","-75.33997659","3.011458093","11927",41001,"HUILA","NEIVA","20072","295961","316033"
"561","-73.90604648","5.069672763","12522",25486,"CUNDINAMARCA","NEMOCON","6313","4990","11303"
"562","-74.6377682","4.282871744","11577",25488,"CUNDINAMARCA","NILO","11011","3163","14174"
"563","-74.41340013","5.117419758","11774",25489,"CUNDINAMARCA","NIMAIMA","3316","2207","5523"
"564","-72.956039","5.747331408","11993",15491,"BOYACA","NOBSA","9970","5224","15194"
"565","-74.40463684","5.047676398","12042",25491,"CUNDINAMARCA","NOCAIMA","5892","1842","7734"
"566","-74.95800613","5.536708983","12314",17495,"CALDAS","NORCASIA","2762","4141","6903"
"567","-76.55064952","4.872728351","11589",27491,"CHOCO","NOVITA","5306","2561","7867"
"568","-74.33409154","9.731325914","11984",47460,"MAGDALENA","NUEVA GRANADA","9830","6304","16134"
"569","-73.48094083","5.322104791","12131",15494,"BOYACA","NUEVO COLON","5030","1045","6075"
"570","-72.11680462","5.504128791","12235",85225,"CASANARE","NUNCHIA","6583","1837","8420"
"571","-77.32036067","5.681482541","11651",27495,"CHOCO","NUQUI","4468","3157","7625"
"572","-75.979024","4.570232533","11752",76497,"VALLE DEL CAUCA","OBANDO","4623","9757","14380"
"573","-73.13683223","6.343754133","11575",68498,"SANTANDER","OCAMONTE","4343","641","4984"
"574","-73.34917448","8.216439525","12517",54498,"NORTE DE SANTANDER","OCANA","11690","78827","90517"
"575","-73.29090856","6.22695239","12271",68500,"SANTANDER","OIBA","6376","4607","10983"
"576","-73.31138261","5.574768878","12091",15500,"BOYACA","OICATA","2535","287","2822"
